sheet,well,tmb,hrp,h2o2,etoh,peg20k,dmso,pl127,bsa,pva,tw80,glycerol,tw20,imidazole,tx100,edta,mgcl2,sucrose,cacl2,zn2,paa,mn2,peg200k,fe2,peg5k,peg400,auc_mean,roi_sd_q25,roi_sd_q50,roi_sd_q75,n_repeats,auc_mean_std
H2O2,"[1,10]",0.26785714285714285,0.00021002254917916734,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04751649212363573,1.0071942806243896,1.2793553471565247,1.5993646085262299,1,
H2O2,"[1,11]",0.26785714285714285,0.0001500161065565481,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055425850100670866,0.9008149951696396,1.106896996498108,1.4312348365783691,1,
H2O2,"[1,12]",0.26785714285714285,0.0001071543618261058,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07337537012050627,0.8400654345750809,1.1343514919281006,1.4145252704620361,1,
H2O2,"[1,13]",0.26785714285714285,7.653882987578986e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09083652492263669,1.009700894355774,1.250189185142517,1.4250264465808868,1,
H2O2,"[1,14]",0.26785714285714285,5.467059276842133e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14715959016836666,0.9405905604362488,1.108901858329773,1.2760626673698425,1,
H2O2,"[1,15]",0.26785714285714285,3.905042340601524e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12805665231646488,0.7396442294120789,0.9146773219108582,1.1145783364772797,1,
H2O2,"[1,16]",0.26785714285714285,2.7893159575725174e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37110397191215166,0.9768843948841095,1.1861509680747986,1.3672738075256348,1,
H2O2,"[1,17]",0.26785714285714285,1.992368541123227e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345023272568544,0.9951571375131607,1.130378007888794,1.380873203277588,1,
H2O2,"[1,18]",0.26785714285714285,1.4231203865165907e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4241042359391247,0.7824787199497223,0.9004953801631927,1.2052307724952698,1,
H2O2,"[1,19]",0.26785714285714285,1.0165145617975648e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592662550807388,0.736103743314743,0.9209165871143341,1.0851419568061829,1,
H2O2,"[1,20]",0.26785714285714285,7.260818298554035e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712162820350895,0.7536560744047165,0.8636093437671661,1.1031631529331207,1,
H2O2,"[1,21]",0.26785714285714285,5.186298784681454e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9359959517150597,0.9421350210905075,1.0882593989372253,1.1876161396503448,1,
H2O2,"[1,22]",0.26785714285714285,3.7044991319153243e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826007975103111,0.8744708448648453,0.9639820456504822,1.113829791545868,1,
H2O2,"[1,23]",0.26785714285714285,2.6460708085109463e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7075973651070713,0.7661716490983963,0.8598829507827759,0.9418651908636093,1,
H2O2,"[2,0]",0.19132653061224492,0.006075,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1822774112224579,1.5149869322776794,1.8473201096057892,1,
H2O2,"[2,1]",0.19132653061224492,0.004339285714285714,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714385911822319,0.923374205827713,1.16729336977005,1,
H2O2,"[2,2]",0.19132653061224492,0.003099489795918367,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830201268196106,1.545632541179657,1.9181556403636932,1,
H2O2,"[2,3]",0.19132653061224492,0.002213921282798834,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7967077493667603,1.0756668448448181,1.245338886976242,1,
H2O2,"[2,4]",0.19132653061224492,0.0015813723448563101,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069203287363052,1.0769590139389038,1.2696100175380707,1,
H2O2,"[2,5]",0.19132653061224492,0.0011295516748973645,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8715184330940247,0.9944871068000793,1.2524703741073608,1,
H2O2,"[2,6]",0.19132653061224492,0.000806822624926689,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004514074111494458,0.9492969959974289,1.5393348932266235,1.909475177526474,1,
H2O2,"[2,7]",0.19132653061224492,0.000576301874947635,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021587556916214798,0.9288398176431656,1.2338390946388245,1.4290414452552795,1,
H2O2,"[2,8]",0.19132653061224492,0.00041164419639116794,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02278336143750562,1.0582548081874847,1.345492422580719,1.6819927096366882,1,
H2O2,"[2,9]",0.19132653061224492,0.00029403156885083427,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02137844474207229,0.9742671251296997,1.5781021118164062,2.1950581669807434,1,
H2O2,"[2,10]",0.19132653061224492,0.00021002254917916734,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050478298779185055,1.0484265983104706,1.5456351041793823,1.8909443020820618,1,
H2O2,"[2,11]",0.19132653061224492,0.0001500161065565481,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063088375976724,0.7614762634038925,1.199826717376709,1.4860638976097107,1,
H2O2,"[2,12]",0.19132653061224492,0.0001071543618261058,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791609528414648,0.7848579734563828,0.9406734704971313,1.2594844102859497,1,
H2O2,"[2,13]",0.19132653061224492,7.653882987578986e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08277283339395773,0.8897976726293564,1.1735791563987732,1.6246960759162903,1,
H2O2,"[2,14]",0.19132653061224492,5.467059276842133e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11472321071742853,0.8786166161298752,1.1225606203079224,1.4624122083187103,1,
H2O2,"[2,15]",0.19132653061224492,3.905042340601524e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12241516470520047,0.7084648758172989,0.9079091250896454,1.2049534320831299,1,
H2O2,"[2,16]",0.19132653061224492,2.7893159575725174e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2691497544891469,0.7539796680212021,0.8782527148723602,0.9840658903121948,1,
H2O2,"[2,17]",0.19132653061224492,1.992368541123227e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094155148023631,0.8066325783729553,1.0545803308486938,1.2939321398735046,1,
H2O2,"[2,18]",0.19132653061224492,1.4231203865165907e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633419449063286,0.8276685029268265,0.9085274636745453,1.1277033686637878,1,
H2O2,"[2,19]",0.19132653061224492,1.0165145617975648e-05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3735590722440241,0.8325213193893433,0.9221451878547668,1.0386314988136292,1,
H2O2,"[2,20]",0.19132653061224492,7.260818298554035e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5501094376716863,0.7897453457117081,0.8515298664569855,0.9392050057649612,1,
H2O2,"[2,21]",0.19132653061224492,5.186298784681454e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298620174348816,0.6611510515213013,0.7771818339824677,0.8690412491559982,1,
H2O2,"[2,22]",0.19132653061224492,3.7044991319153243e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698142004202949,0.9431155920028687,1.1460776925086975,1.3081535696983337,1,
H2O2,"[2,23]",0.19132653061224492,2.6460708085109463e-06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0745940410508696,0.7269395738840103,0.8646049499511719,0.9629339128732681,1,
H2O2,"[3,0]",0.13666180758017496,0.006075,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6915546357631683,0.9263171851634979,1.1560630202293396,1,
H2O2,"[3,1]",0.13666180758017496,0.004339285714285714,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8044573366641998,1.036088764667511,1.2666562795639038,1,
H2O2,"[3,2]",0.13666180758017496,0.003099489795918367,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9335894286632538,1.0511123538017273,1.2457202970981598,1,
H2O2,"[3,3]",0.13666180758017496,0.002213921282798834,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797416627407074,1.0467591881752014,1.2543059885501862,1,
H2O2,"[3,4]",0.13666180758017496,0.0015813723448563101,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8941833078861237,1.1199212670326233,1.2571321427822113,1,
H2O2,"[3,5]",0.13666180758017496,0.0011295516748973645,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753553032875061,0.9520328044891357,1.183416485786438,1,
H2O2,"[3,6]",0.13666180758017496,0.000806822624926689,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307459264993668,0.9773871898651123,1.2742641270160675,1,
H2O2,"[3,7]",0.13666180758017496,0.000576301874947635,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543363982433959,0.868456557393074,1.182569146156311,1.4045771658420563,1,
H2O2,"[3,8]",0.13666180758017496,0.00041164419639116794,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021498388924288413,0.9273539781570435,1.635303020477295,2.187789559364319,1,
H2O2,"[3,9]",0.13666180758017496,0.00029403156885083427,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02089043252312096,0.7749955207109451,1.0391541719436646,1.3142535388469696,1,
H2O2,"[3,10]",0.13666180758017496,0.00021002254917916734,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06339916139585793,0.8475856781005859,1.4763447642326355,1.9727124273777008,1,
H2O2,"[3,11]",0.13666180758017496,0.0001500161065565481,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0679558489819442,0.7848291397094727,1.0759975910186768,1.466190218925476,1,
H2O2,"[3,12]",0.13666180758017496,0.0001071543618261058,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10464968168023255,0.8500998914241791,1.1598884463310242,1.4438579976558685,1,
