tmb,hrp,h2o2,cacl2,paa,pva,etoh,mn2,peg20k,tw80,dmso,sucrose,zn2,bsa,edta,fe2,peg200k,peg5k,tw20,imidazole,peg400,tx100,mgcl2,pl127
0.3318563494452614,0.000596489868882042,0.2931401111970792,0.0,0.0,0.0,0.0,0.0,8.815780938346382,21.904475001297133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31036817179961845,6.493293247999855e-05,0.3074640444277996,0.0,0.0,0.0,0.0,1.0417986925660958,13.51728135988386,0.0,0.0,0.0,0.0,0.0,0.0,2.414530633163944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10564899015532697,0.0005700925667010413,0.892414188876646,12.632965103420615,1.2330583778640658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47057427885655223,0.0006967910852473179,0.032832868515969914,0.0,0.0,0.0,0.0,0.0,0.0,21.482500533921456,0.0,0.0,0.4352147914417623,0.0,0.0,0.0,0.0,0.0,13.617291154215524,0.0,0.0,0.0,0.0,0.0
0.5139087502499392,0.00024410040018476138,0.9185422431670213,0.0,0.0,0.0,81.64405908531732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.674326891837671,0.0,15.643979882362302,0.0,0.0,0.0,0.0,0.0,0.0
0.3575429001326841,0.0006209294432985224,0.3235793227888916,14.606875322486413,0.0,0.0,0.0,0.0,9.649969599811033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.844289172264201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4961460988406492,0.0004513302676058446,0.862050169762133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.02063660143483,0.0,0.0,0.0,0.0,0.0,0.0,6.8420603523841494,0.0,0.0,0.0,0.0,17.2145414127575
0.446339689915641,0.0006163596828158589,0.0029295726027176176,0.0,0.0,0.0,0.0,0.0,22.292169512790018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18525925129116,9.194738241001765,0.0,0.0
0.2206353334674669,0.0007525802965186024,0.7726434950092318,0.0,0.0,0.0,0.0,1.2779105525657728,0.0,0.0,0.0,0.0,0.0,0.45419899549479725,0.0,0.07331261576574183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5951422574645882,0.00019035468243660514,0.013374699737551397,0.0,0.0,0.0,0.0,1.578507719726249,0.0,0.0,0.0,0.0,0.0,0.0,11.474148778125778,0.0,0.0,0.0,0.0,0.0,0.0,14.971165125830701,0.0,0.0
0.260112946920565,0.0003421328298049826,0.5645943632662941,6.129500620589326,0.0,0.0,0.0,0.0,0.0,0.0,105.46181849641539,0.0,0.0,1.779714358315252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30403952477982843,0.00014993750746816647,0.8716590448751071,0.0,0.0,0.0,17.327124366546986,0.0,0.0,14.465362852935716,0.0,0.0,0.0,0.0,0.0,0.0,1.1942607273055004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5579121024392066,0.0006118808644965253,0.45320898894327805,0.0,7.3011604767374285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.225729926095859,0.0,0.0,0.0,0.0,0.0,0.0
