tmb,hrp,h2o2,cacl2,paa,pva,etoh,mn2,peg20k,tw80,dmso,sucrose,zn2,bsa,edta,fe2,peg200k,peg5k,tw20,imidazole,peg400,tx100,mgcl2,pl127
0.10653297102869166,0.0005840268605086282,0.34308582703879537,0.0,0.0,0.0,0.0,1.5894980190375172,0.0,0.0,2.9460980485029875,0.0,0.0,0.0,0.0,0.0,0.0,1.73753994901385,0.0,0.0,0.0,0.0,0.0,0.0
0.36493245102781957,0.00047234952665061434,0.2861755850146715,24.384249238714556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.704496342160088,2.1385461490175284,0.0,0.0,0.0
0.4321853025108254,0.00029821767293245665,0.28475694288457126,0.05543260736235456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.530032201369118,0.0,0.0,0.0,0.0,0.0
0.5801827723509538,0.0001843912266218948,0.38537567019048397,0.0,0.0,0.0,0.0,0.0,0.0,17.42585752661011,0.0,0.0,2.081118026263953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4180083538498778,5.270525156435932e-05,0.6323759680922361,0.0,0.0,46.26324938342148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39268271695589063,7.028977423628258e-05,0.12910316847058065,0.0,0.0,0.0,0.0,0.0,8.932389213614725,14.69127021794636,0.0,0.0,0.0,0.0,19.53677940077822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4474486159090999,0.0002927676677870745,0.6177351320895333,0.0,0.0,0.0,51.112132791690954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.573474476907126,0.0,0.0,13.768193768174669,0.0
0.11688350370679887,0.00021925690567575694,0.26884567510332485,0.0,0.0,29.780263292427307,0.0,0.0,0.0,0.0,0.0,18.211122647040945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35250480098960024,0.0007101681167576857,0.17455205489232042,18.545345685679138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0574078971397505,1.8417197654865325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22725645224160174,0.0004497129194342706,0.07193345071909582,0.0,16.92975004387744,34.88399953131773,64.93307160855983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26797173720305134,6.912132649589212e-05,0.6681438804460796,0.0,14.941269713916677,10.394663711268286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.470309245220225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.289669598561412,0.0004725741748664431,0.5242098954473934,0.0,5.696704261008429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.234847828409146,0.0,16.322742711485937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5064898904694967,4.17814882236859e-06,0.4374325137940617,0.0,0.0,12.710695657148628,0.0,0.0,0.0,0.0,246.2958850733564,109.5973199251078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5493986570266498,0.00020434726381788248,0.8058379608053753,0.0,5.037276465086385,0.0,3.7756743273450604,0.0,0.0,0.0,67.21312670380297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5443820154611873,7.14377314924429e-05,0.4196525816369575,0.0,0.0,36.394033810536634,0.0,2.3271872945752277,0.0,0.0,0.0,78.15448977947419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
