tmb,hrp,h2o2,cacl2,mn2,bsa,edta,glycerol,imidazole,mgcl2,peg200k,pva,etoh,fe2,peg400,dmso,paa,peg20k,peg5k,pl127,tw20,tw80,tx100
0.6,0.00015841131454491622,0.0055042427590337225,20.24258544230591,0.0,0.8711729082945835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5205220279084063,0.0006260938731835633,0.046412878627368426,22.420708952267532,0.0,0.9753618085688304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47075261968047954,0.00047314832970753173,0.1236833717039153,14.561950958339798,0.7821421969206297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5412118022854306,0.00017323952334240416,0.27706308936398927,12.759382899081718,0.0,1.3650190376012385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18579366915867007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5574984905615137,0.0005830455632736086,0.08970554743183423,8.119546702514107,1.751615681865015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32452297358208854,2.258378238366584e-05,0.5297045451910022,0.0,0.0,0.0,0.0,43.64041892314999,8.646714177954573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5650820266179432,0.00012668494602677637,0.5591130688984939,24.647319716919768,1.126758284158285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.179236062059672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.537674182112597,0.0007303661536588154,0.8992928709562971,23.523883127342987,0.9107500718914713,0.0,0.0,0.0,0.0,0.0,7.090307993282698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43586467303134613,0.00011493312540910604,0.5561046471186203,10.158478742095504,0.0,2.138942811238106,13.758522047523492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38443396967656385,0.0006044049926318451,0.49711474173683984,9.143192444351245,0.0,0.7909818544176608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.985752097523568
0.4001606075974305,0.0001286355469349789,0.17495684268267386,3.474109270692352,0.5133870692881137,1.8464293457303054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5251778111981944,0.00020084542203538034,0.49608559767711163,19.254290120989292,0.0,2.2607490605067855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.617511545325165,0.0,0.0,0.0
0.5206317400184934,0.0005508896498957829,0.7641325276087922,22.194441342036416,2.492519397709014,0.0,0.0,0.0,0.0,0.0,2.023056302337861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41031657615724937,0.00045182769600928853,0.25400933737024234,14.111235086415286,0.0,1.9425807181956736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.820966005922655,0.0,0.0
0.583982765248581,0.0001242379355083641,0.19820371102368373,22.639450857924633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5262182537495081,0.0003794725408289271,0.06194078463404298,0.0,0.0,0.0,25.0,0.0,0.0,11.548331184662661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5342025296478812,0.00012396062776474185,0.17684197902218696,22.376416495299445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5861921718359775,8.162530493939857e-05,0.21923819526429536,0.0,1.7468884801173377,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.588009160234509,0.00044627053315380937,0.3106365150989919,0.0,0.0,0.587260180294728,4.57830365003119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.917700925788719,0.0,0.0,0.0,0.0,0.0,0.0
0.24424588237744252,2.2791934125600303e-05,0.22720125021502482,12.146969110854048,0.0,0.0,0.0,25.014387079620434,0.0,0.0,0.0,0.0,0.0,0.0,15.387487799386978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40641872902048,6.2034999072442646e-06,0.8655896162389873,0.0,1.3632350169212577,0.0,0.0,0.0,23.644180436401843,0.0,11.085751122444105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41718993023607065,3.4653442956543334e-05,0.26717729852780714,0.0,0.0,0.0,0.0,0.0,4.3052655751344755,0.0,0.0,0.0,0.0,1.4773404051743364,0.0,43.098835840826496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5511723045518174,0.0003655681101485969,0.4453524320844923,0.0,1.7046362982355532,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29159578567408173,4.7598264710356696e-05,0.02523108866492459,23.594901475359944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.212586514886197,3.131228979282824,0.0,0.0,0.0,0.0
0.3806946174237258,0.00012741726617202423,0.7541463139417909,24.978792586065314,0.011748715487872874,0.0,21.350827937219474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5633616568022505,0.0007558189022392463,0.31273052620963204,0.0,2.180054405595466,0.0,0.0,0.0,0.0,0.0,0.0,59.61335502745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21936364792264906,0.0
0.5371267906755159,1.1502616518507081e-05,0.49484092607013214,0.0,0.0,0.0,0.0,55.38384587218115,0.0,18.5578221983776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4020267139507696,0.0005574803969267492,0.7582347432761023,8.173687973932589,0.0,0.0706933909484736,0.0,0.0,0.0,6.637222979676846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
